Campaign Number,Name,Start Date,End Date,Channel,Client,Street,City,State,State,Country,Zip,Email,Phone,Contact,Gender,Age,Location,Views,Likes,Clicks,Conversions,CR,Expense,Executive
574,Campaign 574,2023-06-26,2023-07-25,Facebook,Drake|Vasquez,8980 Cox Park,South Robert,NV,Nevada,USA,66099,tylersheila@hicks.com,+1238005701,Teresa Doyle,Female,60+,LATAM,50136,8383,4725,531,0.01059,29927.92,Michael Camacho
575,Campaign 575,2023-02-25,2023-03-15,YouTube,Smith|Bailey,055 Rebecca Ramp,Edwardsland,WY,Wyoming,USA,72139,bakerpaul@holland.com,+05449561427992,Sharon Reeves,,13-19,Australia,56788,6094,4412,423,0.00745,34283.55,Michael Camacho
576,Campaign 576,2023-05-17,2023-06-09,Email,Mcbride|Finley,438 Brent Roads Apt. 855,Tylerburgh,NY,New York,USA,69473,mcclainhannah@jensen-gilbert.com,+8564145259269,Michael Freeman,Male,40-60,Canada,81235,1627,1022,677,0.00833,4974.51,Jesus Rivera
577,Campaign 577,2023-03-30,2023-04-29,YouTube,Green|Blake,230 Brandon Bypass Apt. 679,New Melissa,TN,Tennessee,USA,37505,karenpayne@yahoo.com,+399882061459395,Dustin Ramirez,Male,18-40,USA,26289,8400,3049,494,0.01879,12221.77,Jesus Rivera
578,Campaign 578,2023-01-23,2023-02-14,Facebook,Salinas|Rodriguez|Bowman,04604 Davidson Underpass Apt. 439,Lake Tiffany,DC,District of Columbia,USA,35416,gutierrezjames@yahoo.com,+155494860860863,Laura Caldwell,Male,60+,Canada,97761,8065,3956,80,0.00082,36828.93,Thomas Ryan
579,Campaign 579,2023-06-05,2023-06-18,Email,Fisher Group,880 Watson Ramp Suite 059,Reynoldsfurt,GU,Guam,USA,10725,brian57@hotmail.com,+11851687120,Jeremy Baker,Female,18-40,India,95533,6502,4720,785,0.00822,7108.9,Melissa Haynes
580,Campaign 580,2023-03-29,2023-04-01,TikTok,Valentine|Dunn,723 Julia Burg,Bartonhaven,VT,Vermont,USA,86914,gharrington@yahoo.com,+5835472748,Nathan May,Male,60+,USA,50441,2628,1881,15,0.00030,21221.03,Melissa Haynes
581,Campaign 581,2023-10-08,2023-10-13,TikTok,Patterson|Sons,0171 Patricia Street Suite 265,Frankmouth,MS,Mississippi,USA,50700,nataliemartinez@hotmail.com,+2281662016,Christopher Riggs,,18-40,USA,80620,3779,1134,403,0.00500,39969.1,Jesus Rivera
582,Campaign 582,2023-01-13,2023-02-02,Instagram,Walter Ltd,591 Gallegos Shore,East Jennifer,VT,Vermont,USA,67675,gravessusan@gonzalez.com,+4034303913,Sarah Warren,,60+,Canada,53075,3215,2349,818,0.01541,35269.91,Aaron Faulkner
583,Campaign 583,2023-01-28,2023-02-26,Email,Mcclain|Beltran|Patterson,2179 Obrien Fort,New Christopher,FL,Florida,USA,06005,jeffrey07@rice.com,+698872596657978,Bryan Moore,Female,18-40,UK,41294,1857,1625,368,0.00891,14742.72,Brandon Townsend Jr.
584,Campaign 584,2023-03-02,2023-03-31,Facebook,Edwards LLC,123 Amanda Summit,Lake Marietown,IL,Illinois,USA,81773,tinamckay@sharp-smith.com,+506912217980069,Matthew Davis,Female,18-40,Japan,81106,8002,2126,499,0.00615,36741.53,Melissa Haynes
585,Campaign 585,2023-04-08,2023-04-10,Email,Mitchell|Rojas,Unit 7421 Box 5134,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,johnathan43@hotmail.com,+12115886353,Benjamin Anthony,Female,60+,USA,27151,3612,2320,163,0.00600,6548.04,Thomas Ryan
586,Campaign 586,2023-12-07,2023-12-15,Email,Harmon Inc,3532 Carla Spurs Suite 631,East Susanside,VA,Virginia,USA,63110,steven77@miller.com,+1293472414472086,Heidi Black,,40-60,LATAM,56032,7833,3327,479,0.00855,13186.21,Kyle Serrano
587,Campaign 587,2023-01-29,2023-01-30,YouTube,Williams PLC,911 Thomas Manors,Longchester,ID,Idaho,USA,62649,sanchezangela@butler.com,+88158970981186,Reginald Lee,,13-19,Canada,31424,9960,507,826,0.02629,34523.67,Michael Camacho
588,Campaign 588,2023-03-06,2023-03-30,YouTube,Salinas|Chavez,53637 Bonnie Walk Suite 961,South Adrianaport,IA,Iowa,USA,49560,richard84@hotmail.com,+2545622603,Chelsea Hoffman,,60+,Australia,30628,2399,4304,610,0.01992,28233.93,Thomas Ryan
589,Campaign 589,2023-05-16,2023-06-10,Email,Phillips|Lewis,152 Munoz Spur,Richardbury,NE,Nebraska,USA,64820,ssullivan@yahoo.com,+163276214014577,April Williams,Female,40-60,LATAM,4819,8486,1701,406,0.08425,4949.35,Aaron Faulkner
590,Campaign 590,2023-08-08,2023-08-16,Email,Pearson|Shah,5117 Suzanne Branch,Barnesmouth,VA,Virginia,USA,53846,anthony54@perez.com,+6441946281,Shannon Martinez,,13-19,Japan,46209,7370,2603,535,0.01158,19804.52,Jesus Rivera
591,Campaign 591,2023-04-09,2023-04-23,Facebook,Schneider PLC,872 Davila Ville Apt. 985,Millerland,GA,Georgia,USA,42888,beasleycraig@yahoo.com,+1430693791,Stephen Murphy,,18-40,USA,56978,9743,4008,582,0.01021,27837.31,Lauren Riggs
592,Campaign 592,2023-04-13,2023-04-16,Facebook,Bradley|Jackson|Miller,190 Bradley Mill Suite 940,Craigbury,MO,Missouri,USA,18832,hansonpatrick@hunt.com,+3551561435486,Dr. David Glass Jr.,Male,18-40,Europe,77216,7334,3801,683,0.00885,44205.71,Melissa Haynes
593,Campaign 593,2023-05-27,2023-05-28,Instagram,Lopez PLC,0806 Watson Drive Suite 662,Port Andrea,DE,Delaware,USA,42578,zmcintyre@bauer.info,+3724028579,Barbara Walker,Male,60+,Japan,81006,7789,2104,526,0.00649,49969.56,Lauren Riggs
594,Campaign 594,2023-01-14,2023-02-07,Facebook,Mcbride|Finley,438 Brent Roads Apt. 855,Tylerburgh,NY,New York,USA,69473,mcclainhannah@jensen-gilbert.com,+8564145259269,Michael Freeman,Male,40-60,Europe,61639,1042,4734,691,0.01121,17368.78,Jesus Rivera
595,Campaign 595,2023-08-19,2023-09-12,YouTube,Patterson|Sons,0171 Patricia Street Suite 265,Frankmouth,MS,Mississippi,USA,50700,nataliemartinez@hotmail.com,+2281662016,Christopher Riggs,,18-40,India,77055,9489,2976,879,0.01141,28296.69,Jesus Rivera
596,Campaign 596,2023-08-17,2023-09-01,Facebook,Mcclain|Beltran|Patterson,2179 Obrien Fort,New Christopher,FL,Florida,USA,06005,jeffrey07@rice.com,+698872596657978,Bryan Moore,Male,18-40,UK,71289,8286,3794,324,0.00454,13346.46,Brandon Townsend Jr.
597,Campaign 597,2023-11-30,2023-12-15,TikTok,Lyons PLC,20804 Burgess Trace,Petersenburgh,WV,West Virginia,USA,31082,nicholastaylor@yahoo.com,+4964036865,Sharon Crawford,Male,40-60,Japan,58142,3147,2799,361,0.00621,47160.07,Lauren Riggs
598,Campaign 598,2023-06-21,2023-07-19,YouTube,Brown|Lawrence|Collins,069 Jeffrey Neck,North Jeffreyberg,VI,Virgin Islands,USA,70669,tracyfields@evans.com,+135132085844902,Thomas Fleming,Male,40-60,LATAM,93343,9094,1315,978,0.01048,41161.5,Michael Camacho
599,Campaign 599,2023-03-15,2023-03-22,YouTube,Miller|Bryant|Burnett,1044 Kennedy Prairie Apt. 186,Jamiemouth,NE,Nebraska,USA,12690,bjohnson@martin-williams.com,+9588403830,Christopher Clark,Female,60+,Europe,39328,754,3491,937,0.02383,3515.66,Aaron Faulkner
600,Campaign 600,2023-10-25,2023-11-03,Facebook,Lyons PLC,20804 Burgess Trace,Petersenburgh,WV,West Virginia,USA,31082,nicholastaylor@yahoo.com,+4964036865,Sharon Crawford,,18-40,Europe,39294,8805,4909,147,0.00374,17523.52,Lauren Riggs
601,Campaign 601,2023-03-31,2023-04-21,Facebook,Rowe|Morse|Morgan,247 Young Spur,North Jacobview,WI,Wisconsin,USA,24275,hstafford@yahoo.com,+9344111363,Destiny Atkins,Female,60+,USA,50185,8439,4325,773,0.01540,48216.05,Becky Brown
602,Campaign 602,2023-11-04,2023-12-03,YouTube,Roberts|Howe,64572 Dawn Forges Suite 455,South Samantha,PA,Pennsylvania,USA,33248,mckenziebrandon@allen.biz,+6985917266697,Robert Mcintosh,Female,40-60,Canada,82240,9959,4492,561,0.00682,12926.98,Brandon Townsend Jr.
603,Campaign 603,2023-03-24,2023-03-27,YouTube,Morris|Johnson|Anderson,065 John Street,West Adamchester,NV,Nevada,USA,72944,johnsondonald@meyer.com,+32261892539220,Sandy Mathis,Male,40-60,USA,21748,5414,850,843,0.03876,7781.97,Kyle Serrano
604,Campaign 604,2023-11-03,2023-11-25,Instagram,Bernard|Sons,8622 Ricky Knoll,New Jenniferville,GA,Georgia,USA,79764,johnsonrobert@white.com,+6182418484012,Julia Moore,,13-19,UK,38822,3264,1743,48,0.00124,2226.49,Thomas Ryan
605,Campaign 605,2023-02-06,2023-02-12,YouTube,Harmon Inc,3532 Carla Spurs Suite 631,East Susanside,VA,Virginia,USA,63110,steven77@miller.com,+1293472414472086,Heidi Black,Female,40-60,UK,27347,4777,4000,673,0.02461,36677.99,Kyle Serrano
606,Campaign 606,2023-03-25,2023-04-03,Email,Reed|Galloway|Buck,49317 Vincent Vista Suite 462,Port Nathan,CA,California,USA,23364,larrygraham@lucas.com,+6697082006,Andrea Simmons,,60+,Australia,43823,3723,4028,358,0.00817,927.32,Wesley Simon
607,Campaign 607,2023-01-01,2023-01-27,Email,Williams PLC,911 Thomas Manors,Longchester,ID,Idaho,USA,62649,sanchezangela@butler.com,+88158970981186,Reginald Lee,Male,40-60,UK,12063,6291,114,775,0.06425,24668.77,Michael Camacho
608,Campaign 608,2023-06-19,2023-07-07,TikTok,Brown|Lawrence|Collins,069 Jeffrey Neck,North Jeffreyberg,VI,Virgin Islands,USA,70669,tracyfields@evans.com,+135132085844902,Thomas Fleming,,18-40,India,31421,9103,2516,905,0.02880,12346.59,Michael Camacho
609,Campaign 609,2023-04-10,2023-04-28,YouTube,Ramos|Gomez|Garcia,PSC 8675,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,huntdavid@orr.info,+9348330793693,Eric Harrison,Male,60+,Europe,94679,9145,4968,495,0.00523,47978.14,Kyle Serrano
610,Campaign 610,2023-08-16,2023-09-14,Facebook,Weaver|Garner|Ramos,2933 Ortiz Overpass Suite 099,South Douglasburgh,KY,Kentucky,USA,52632,oscott@gmail.com,+4989787718501,Melinda Johnston,Female,60+,LATAM,32551,3324,1619,513,0.01576,15727,Brandon Townsend Jr.
611,Campaign 611,2023-06-14,2023-06-20,Instagram,Jones|Miranda|Martin,45011 Marc Roads Apt. 548,Johnsonbury,NJ,New Jersey,USA,40892,kristenhoward@yahoo.com,+5580039387927,Christine Barnes,,13-19,Japan,3329,6403,2525,51,0.01532,38360.16,Thomas Ryan
612,Campaign 612,2023-09-23,2023-10-06,TikTok,Benjamin|Sons,861 Knox Cape Apt. 731,Lake John,CA,California,USA,62474,lrice@yahoo.com,+9707822987046,Derek Juarez,Female,18-40,USA,96838,4744,1899,937,0.00968,36560.75,Thomas Ryan
613,Campaign 613,2023-08-16,2023-09-03,Email,Anderson Inc,Unit 0015 Box 7678,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,jgomez@gmail.com,+3584216618006,Morgan Gross,,13-19,Japan,28751,8114,2055,272,0.00946,3614.79,Thomas Ryan
614,Campaign 614,2023-12-25,2024-01-15,Email,Mitchell|Rojas,Unit 7421 Box 5134,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,johnathan43@hotmail.com,+12115886353,Benjamin Anthony,,13-19,Canada,88208,8118,1367,426,0.00483,3370.86,Thomas Ryan
615,Campaign 615,2023-12-30,2024-01-21,TikTok,Thomas|Proctor,820 Butler Streets Suite 875,North Denisehaven,WV,West Virginia,USA,66736,brownmario@leonard.com,+3718900231,Angela Moore,,60+,Canada,90420,4085,1467,179,0.00198,26827.55,Wesley Simon
616,Campaign 616,2023-12-03,2023-12-05,YouTube,Bush|Mendez|Smith,791 Darryl Squares Suite 934,Holdenport,OH,Ohio,USA,41129,churchtimothy@yahoo.com,+3253375294169,Patrick Williams,,60+,India,96919,8851,2393,132,0.00136,517.95,Brandon Townsend Jr.
617,Campaign 617,2023-04-29,2023-05-17,TikTok,Melton|Smith,03793 Jacobs Branch,West Max,MA,Massachusetts,USA,54633,mercertimothy@huff.com,+7295758232,Patrick Abbott,Female,40-60,Australia,19927,2141,2105,138,0.00693,12993.08,Lauren Riggs
618,Campaign 618,2023-09-18,2023-10-12,YouTube,Anderson Inc,Unit 0015 Box 7678,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,jgomez@gmail.com,+3584216618006,Morgan Gross,,40-60,India,31336,2169,415,565,0.01803,49714.46,Thomas Ryan
619,Campaign 619,2023-12-06,2023-12-22,TikTok,Valentine|Dunn,723 Julia Burg,Bartonhaven,VT,Vermont,USA,86914,gharrington@yahoo.com,+5835472748,Nathan May,Female,40-60,Japan,29676,8319,2094,339,0.01142,21268.01,Melissa Haynes
620,Campaign 620,2023-07-06,2023-07-16,TikTok,Benjamin|Sons,861 Knox Cape Apt. 731,Lake John,CA,California,USA,62474,lrice@yahoo.com,+9707822987046,Derek Juarez,,13-19,Australia,45814,6939,4604,411,0.00897,17597.65,Thomas Ryan
621,Campaign 621,2023-01-06,2023-01-28,Facebook,White Ltd,172 Angela Crescent Apt. 306,North Laura,HI,Hawaii,USA,69094,jeremy56@gmail.com,+3201853187395,Nathan Weber,,40-60,Japan,96289,4174,3250,308,0.00320,21660.63,Jesus Rivera
622,Campaign 622,2023-04-06,2023-04-27,TikTok,Bernard|Sons,8622 Ricky Knoll,New Jenniferville,GA,Georgia,USA,79764,johnsonrobert@white.com,+6182418484012,Julia Moore,Female,60+,LATAM,21086,5859,4420,147,0.00697,38986.14,Thomas Ryan
623,Campaign 623,2023-06-06,2023-06-10,Email,Holmes|Johnson|Rodriguez,USCGC Erickson,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,polsen@alexander-smith.net,+1479099839029817,Anne Foley,Male,40-60,Europe,85788,9818,3666,256,0.00298,15079.99,Wesley Simon
624,Campaign 624,2023-02-04,2023-02-23,TikTok,Herrera|Cook,0613 David Haven Apt. 354,North Samantha,MI,Michigan,USA,10699,ijordan@gmail.com,+8808919091,Madison York,,18-40,LATAM,32536,8325,2350,170,0.00522,26129.92,Wesley Simon
625,Campaign 625,2023-10-27,2023-11-19,Facebook,Roberts|Brown,725 Peter Lights Apt. 639,South Janet,WV,West Virginia,USA,83873,nguyendustin@gmail.com,+6259188416213,Samantha Hudson,Female,40-60,LATAM,54990,5375,3297,507,0.00922,9842.03,Thomas Ryan
626,Campaign 626,2023-04-16,2023-05-11,Instagram,Lopez PLC,0806 Watson Drive Suite 662,Port Andrea,DE,Delaware,USA,42578,zmcintyre@bauer.info,+3724028579,Barbara Walker,Female,60+,Europe,6791,8773,4452,532,0.07834,8939.8,Lauren Riggs
627,Campaign 627,2023-12-16,2024-01-01,YouTube,Valentine|Dunn,723 Julia Burg,Bartonhaven,VT,Vermont,USA,86914,gharrington@yahoo.com,+5835472748,Nathan May,,18-40,Australia,70515,2375,720,587,0.00832,21068.57,Melissa Haynes
628,Campaign 628,2023-04-07,2023-04-24,Facebook,Cohen|Williams|Hess,93243 Lee Loop Apt. 832,North Jonathanland,MP,Northern Mariana Islands,USA,43605,shawn39@gmail.com,+314858550923447,Mr. Nicholas Ramirez,,40-60,India,53137,4436,1066,972,0.01829,45142.03,Jesus Rivera
629,Campaign 629,2023-02-15,2023-02-16,Email,Green|Blake,230 Brandon Bypass Apt. 679,New Melissa,TN,Tennessee,USA,37505,karenpayne@yahoo.com,+399882061459395,Dustin Ramirez,,18-40,LATAM,37733,4583,2916,599,0.01587,44523.56,Jesus Rivera
630,Campaign 630,2023-09-08,2023-09-27,Instagram,Lewis|Martinez,37059 Bates Prairie Suite 432,Port Robertmouth,MN,Minnesota,USA,28374,joshua06@king.com,+36383636475385,Angela Anderson,Male,60+,Australia,40415,174,2989,559,0.01383,21514.68,Aaron Faulkner
631,Campaign 631,2023-08-05,2023-08-24,YouTube,Ruiz|Cox|Meyer,5058 Frank Locks,Blackmouth,MI,Michigan,USA,07896,vjohnson@yahoo.com,+4875323908871,Anne Davis,Female,40-60,India,46814,9850,4493,261,0.00558,46680.99,Aaron Faulkner
632,Campaign 632,2023-01-16,2023-01-18,Facebook,Nunez|Bowers,6821 Walker Via Suite 228,Lake Jessica,NE,Nebraska,USA,05036,michelle44@yahoo.com,+1864384897,James Woods,Female,40-60,Canada,87720,5741,3013,997,0.01137,17332.98,Wesley Simon
633,Campaign 633,2023-09-17,2023-10-17,YouTube,Lewis PLC,621 Woodard Manors Apt. 208,Port Amy,ME,Maine,USA,05157,beth20@gmail.com,+3825051266,Diana Love,Female,60+,LATAM,43388,5971,4972,922,0.02125,26723.59,Thomas Ryan
634,Campaign 634,2023-02-28,2023-03-19,Instagram,Edwards|Hoover,86879 Carol Cove,North Evanton,MT,Montana,USA,25565,bryantmichelle@rocha.com,+941072187124451,Erika Owens,Male,40-60,India,35350,987,3094,263,0.00744,26290.02,Melissa Haynes
635,Campaign 635,2023-11-18,2023-11-19,Email,Hunt|Woods|Saunders,48531 Garcia Walk,Gonzalesville,WY,Wyoming,USA,31844,rramsey@warren.com,+1628025355066010,April Brewer,Male,18-40,LATAM,10702,8194,1806,637,0.05952,736.34,Melissa Haynes
636,Campaign 636,2023-11-21,2023-12-02,Email,Herrera|Cook,0613 David Haven Apt. 354,North Samantha,MI,Michigan,USA,10699,ijordan@gmail.com,+8808919091,Madison York,Male,60+,LATAM,85021,1892,244,274,0.00322,2179.38,Wesley Simon
637,Campaign 637,2023-12-21,2023-12-29,Instagram,Hughes|Sullivan,5874 Guerra Courts Suite 368,South Codyhaven,OR,Oregon,USA,93465,williamsnathaniel@yahoo.com,+4158607532,Roy Obrien,Male,60+,Europe,10357,833,4831,384,0.03708,3354.24,Brandon Townsend Jr.
638,Campaign 638,2023-06-29,2023-07-28,TikTok,Wall|Cruz,7470 Harris Roads Suite 137,Brookefort,MP,Northern Mariana Islands,USA,32507,davidponce@turner-copeland.com,+53982372697824,Robert Cruz,,18-40,UK,61910,2956,1782,826,0.01334,33346.78,Becky Brown
639,Campaign 639,2023-12-20,2023-12-24,YouTube,White Ltd,172 Angela Crescent Apt. 306,North Laura,HI,Hawaii,USA,69094,jeremy56@gmail.com,+3201853187395,Nathan Weber,Female,18-40,LATAM,18260,5771,2123,325,0.01780,17250.46,Jesus Rivera
640,Campaign 640,2023-06-06,2023-06-16,Facebook,Wade PLC,3571 Harvey Centers,Ronaldfurt,NY,New York,USA,35589,nhall@hotmail.com,+3305264186670,Lacey Crane,,40-60,UK,57762,4512,3380,544,0.00942,28865.81,Lauren Riggs
641,Campaign 641,2023-12-16,2024-01-10,Instagram,Green|Blake,230 Brandon Bypass Apt. 679,New Melissa,TN,Tennessee,USA,37505,karenpayne@yahoo.com,+399882061459395,Dustin Ramirez,Female,40-60,USA,98810,7971,2522,717,0.00726,36146.76,Jesus Rivera
642,Campaign 642,2023-04-22,2023-05-15,TikTok,Patterson|Sons,0171 Patricia Street Suite 265,Frankmouth,MS,Mississippi,USA,50700,nataliemartinez@hotmail.com,+2281662016,Christopher Riggs,Female,40-60,Canada,83053,1818,1126,635,0.00765,45589.36,Jesus Rivera
643,Campaign 643,2023-10-29,2023-11-17,TikTok,Rowe|Morse|Morgan,247 Young Spur,North Jacobview,WI,Wisconsin,USA,24275,hstafford@yahoo.com,+9344111363,Destiny Atkins,Female,18-40,LATAM,13187,5680,1484,949,0.07196,11965.6,Becky Brown
644,Campaign 644,2023-01-05,2023-01-24,TikTok,Mitchell|Rojas,Unit 7421 Box 5134,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,johnathan43@hotmail.com,+12115886353,Benjamin Anthony,,60+,USA,24125,798,3203,486,0.02015,30028.55,Thomas Ryan
645,Campaign 645,2023-12-26,2024-01-07,Facebook,Cunningham|Little,Unit 5043 Box 8770,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,christopher51@watson.net,+111329982486225,Stephanie Fernandez,,60+,Japan,43740,8649,3310,182,0.00416,34158.77,Becky Brown
646,Campaign 646,2023-09-22,2023-09-28,Instagram,Lyons PLC,20804 Burgess Trace,Petersenburgh,WV,West Virginia,USA,31082,nicholastaylor@yahoo.com,+4964036865,Sharon Crawford,Male,40-60,LATAM,96183,6812,2733,45,0.00047,28940.87,Lauren Riggs
647,Campaign 647,2023-11-28,2023-12-08,TikTok,Vaughan Group,PSC 0937,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,baldwinhailey@klein-fitzgerald.com,+1349058667435806,Ashley Carter,Male,60+,Australia,12483,4516,675,420,0.03365,48470.53,Jesus Rivera
648,Campaign 648,2023-02-09,2023-02-22,Facebook,Jones|Miranda|Martin,45011 Marc Roads Apt. 548,Johnsonbury,NJ,New Jersey,USA,40892,kristenhoward@yahoo.com,+5580039387927,Christine Barnes,Male,40-60,USA,62914,6306,1876,478,0.00760,48191.6,Thomas Ryan
649,Campaign 649,2023-08-29,2023-09-13,Facebook,Pearson|Shah,5117 Suzanne Branch,Barnesmouth,VA,Virginia,USA,53846,anthony54@perez.com,+6441946281,Shannon Martinez,Female,18-40,India,93149,549,75,97,0.00104,27802.11,Jesus Rivera
650,Campaign 650,2023-01-18,2023-02-11,Email,Green|Lloyd|Ball,30284 Villarreal Passage Apt. 698,Brownshire,NV,Nevada,USA,89609,wrightlucas@yahoo.com,+56229307994586,Shelly Stafford,Male,18-40,Europe,29087,6163,3030,989,0.03400,44274.46,Jesus Rivera
651,Campaign 651,2023-12-24,2024-01-19,Facebook,Cooper|Alexander,01438 Kristin Fords Apt. 626,Port Paula,WA,Washington,USA,20979,gchavez@yang.com,+2844015003,Alexandria Hansen,Male,18-40,Canada,63529,6584,4415,432,0.00680,8746.55,Thomas Ryan
652,Campaign 652,2023-03-25,2023-04-10,YouTube,Griffin Inc,Unit 3822 Box 8338,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,dixonamber@hotmail.com,+880002060856308,Theodore Murphy,Male,40-60,Canada,29842,3462,936,157,0.00526,24124.96,Brandon Townsend Jr.
653,Campaign 653,2023-10-19,2023-11-11,YouTube,Bernard|Sons,8622 Ricky Knoll,New Jenniferville,GA,Georgia,USA,79764,johnsonrobert@white.com,+6182418484012,Julia Moore,Male,60+,LATAM,80930,3130,548,95,0.00117,36802.19,Thomas Ryan
654,Campaign 654,2023-09-14,2023-09-17,Instagram,Gray Ltd,Unit 4555 Box 7398,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,owenmelinda@yahoo.com,+1728597837,Mark Long,Female,18-40,Canada,65666,9005,2368,875,0.01333,20625.33,Jesus Rivera
